Município,UF,Índice de Progresso Social,ÁREA km²,POPULAÇÃO 2025,PIB PER CAPITA,Necessidades Humanas Básicas,Fundamentos do Bem-estar,Oportunidades,Nutrição e Cuidados Médicos Básicos,Água e Saneamento,Moradia,Segurança Pessoal,Acesso ao Conhecimento Básico,Acesso à Informação e Comunicação,Saúde e Bem-estar,Qualidade do Meio Ambiente,Direitos Individuais,Liberdades Individuais e de Escolha,Inclusão Social,Acesso à Educação Superior,Cobertura Vacinal (poliomielite),Hospitalizações por Condições Sensíveis à Atenção Primária,Mortalidade Ajustada por Condições Sensíveis à Atenção Primária,Mortalidade Infantil até 5 anos,Subnutrição,Abastecimento de Água Via Rede de Distribuição,Esgotamento Sanitário Adequado,Índice de Abastecimento de Água,Índice de Perdas de Água na Distribuição,Domicílios com Coleta de Resíduos Adequada,Domicílios com Iluminação Elétrica Adequada,Domicílios com Paredes Adequadas,Domicílios com Pisos Adequados,Assassinatos de Jovens,Assassinatos de Mulheres,Homicídios,Mortes por Acidentes de Transporte,Abandono no Ensino Fundamental,Abandono no Ensino Médio,Distorção Idade-Série no Ensino Médio,Evasão no Ensino Médio,Ideb Ensino Fundamental,Reprovação Escolar no Ensino Médio,Cobertura de Internet Móvel (4G/5G),Densidade de Internet Banda Larga Fixa,Densidade Telefonia Móvel,Qualidade de Internet Móvel,Consumo de ultraprocessados,Expectativa de Vida ,Mortalidade entre 15 e 50 anos,Mortalidades por Doenças Crônicas Não Transmissíveis ,Obesidade,Suicídios,Áreas Verdes Urbanas,Emissões de CO₂e por Habitante,Focos de Calor,Índice de Vulnerabilidade Climática dos Municípios (IVCM),Supressão da Vegetação Primária e Secundária,Acesso a Programas de Direitos Humanos,Existência de Ações para Direitos de Minorias,Índice de Atendimento à Demanda de Justiça,Resposta a Processos Previdenciários,Resposta a Processos Familiares,Taxa de Congestionamento Líquida de Processos,"Acesso à Cultura, Lazer e Esporte",Gravidez na Adolescência (<19),Índice de Vulnerabilidade das Famílias do CadÚnico (IVCAD),Praças e Parques em Áreas Urbanas,Famílias em Situação de Rua,Paridade de Gênero na Câmara Municipal,Paridade de Negros na Câmara Municipal,Violência Contra Indígenas,Violência Contra Mulheres,Violência Contra Negros,Empregados com Ensino Superior,Mulheres Empregadas com Ensino Superior,Nota Mediana no Enem
Campo Grande,MS,69.77,8082.33,962883.00,43899.17,81.57,70.77,56.97,77.38,89.66,92.41,66.83,75.34,89.22,56.20,62.31,65.75,55.12,37.40,69.63,83.07,727.13,129.21,13.05,3.43,93.77,79.88,99.21,23.72,96.83,85.32,86.22,99.46,25.65,3.72,16.54,19.70,0.24,2.34,20.08,9.96,5.13,10.62,99.35,79.49,70.56,97.96,78.80,75.62,211.94,451.43,31.77,10.80,3.89,0.51,26.07,10.14,50.97,13.00,11.00,550.71,828.00,47.64,88.74,11.00,10.93,12.71,0.27,54.38,0.14,0.59,42.99,635.10,454.17,152.18,168.10,556.13
Cocal do Sul,SC,69.76,70.97,18106.00,59921.02,82.70,74.65,51.92,80.98,90.04,87.95,71.82,78.35,90.23,62.66,67.36,25.81,56.20,74.35,51.33,94.91,889.08,104.97,13.73,3.39,96.72,98.71,97.73,38.43,98.54,92.02,82.50,84.73,16.57,0.00,5.71,5.61,0.12,3.88,15.32,7.82,5.97,11.24,98.93,92.73,63.22,98.36,83.20,76.52,147.53,406.78,30.62,9.14,2.37,0.55,18.72,5.76,38.85,4.00,0.00,641.30,553.01,50.05,73.44,4.00,6.10,0.98,0.27,0.00,0.89,0.00,,102.61,0.00,81.74,92.27,552.49
São Carlos,SP,69.74,1136.91,266427.00,69012.98,81.66,77.18,50.39,78.34,88.64,91.78,67.87,86.03,91.79,61.76,69.14,43.08,55.03,37.34,66.10,81.99,892.76,106.27,12.98,3.39,97.90,99.49,96.63,46.13,97.02,83.09,86.56,99.04,20.15,2.56,11.79,14.70,0.22,1.54,7.30,4.32,6.08,1.56,99.22,94.75,69.25,97.99,75.30,76.78,174.79,380.25,34.41,8.21,2.61,1.16,10.58,7.10,38.92,5.00,6.00,173.75,322.38,61.17,93.30,9.00,7.25,9.20,0.28,174.73,0.38,0.59,12.42,98.58,82.76,113.32,116.25,588.40
Uberlândia,MG,69.73,4115.21,761835.00,67029.85,83.60,74.30,51.28,79.55,92.66,93.46,68.75,75.59,88.70,65.46,67.44,36.86,61.03,42.23,65.01,89.07,1046.75,96.40,11.15,3.98,95.22,96.50,99.55,24.39,96.43,86.52,91.64,98.29,9.78,1.63,7.77,17.56,1.14,5.24,17.64,9.60,5.45,6.46,99.03,87.66,61.18,97.84,82.68,78.09,166.67,343.88,30.29,9.34,3.06,0.96,22.43,9.31,41.36,5.00,5.00,645.32,698.38,62.43,112.91,11.00,7.82,7.08,0.27,102.23,0.44,0.66,20.20,255.16,156.87,109.30,121.92,572.18
Louveira,SP,69.72,55.74,54865.00,367349.17,82.55,78.75,47.85,82.69,87.25,87.80,72.47,84.97,85.04,68.18,76.79,26.94,59.31,41.09,64.07,90.70,705.71,123.50,11.94,2.05,86.93,95.33,96.34,31.42,93.99,62.34,94.09,99.36,1.60,0.00,2.74,14.06,0.20,1.88,11.64,4.72,6.17,2.06,99.99,65.25,62.93,97.69,78.23,76.65,141.38,421.80,20.84,4.17,1.77,0.00,7.60,13.98,35.49,5.00,0.00,394.95,764.49,70.39,85.04,6.00,7.49,7.94,0.27,117.48,0.00,0.84,,315.64,232.15,114.94,130.66,522.64
Aspásia,SP,69.67,69.37,1875.00,35120.53,87.09,70.39,51.54,86.54,88.51,93.87,79.45,87.64,73.44,62.79,57.67,23.82,56.88,81.17,44.27,86.21,1157.48,108.40,0.00,1.70,87.70,95.44,90.83,18.64,90.30,89.97,95.05,97.09,0.00,0.00,0.00,42.75,0.00,0.44,6.86,3.02,6.18,2.10,99.02,19.75,52.00,96.08,65.38,76.83,225.56,335.45,20.79,21.52,9.41,0.00,4.86,2.43,51.04,2.00,0.00,318.62,406.80,55.21,93.28,2.00,6.40,23.48,0.28,0.00,0.89,0.80,,127.21,0.00,56.96,84.06,554.85
Confins,MG,69.67,42.46,7758.00,208432.20,74.84,73.08,61.08,82.87,75.19,87.77,53.53,80.94,93.72,61.25,56.42,57.12,61.89,61.50,63.83,94.85,662.97,96.27,7.28,3.84,97.88,3.72,94.27,36.81,97.21,81.15,70.30,99.49,47.01,5.48,18.59,8.04,0.46,2.68,16.48,6.00,5.30,1.58,99.92,72.79,100.00,96.75,68.32,74.79,234.49,313.48,33.32,0.00,49.39,1.29,23.86,7.43,44.43,8.00,11.00,446.94,469.91,47.81,88.07,2.00,6.06,0.51,0.25,15.00,0.22,0.00,,290.68,0.00,225.05,214.05,483.24
Belo Horizonte,MG,69.66,331.35,2415872.00,53892.62,79.15,74.87,54.94,74.62,88.90,85.69,67.41,75.45,93.00,65.71,65.32,58.70,56.12,32.49,72.45,76.90,925.13,101.61,11.54,4.93,97.88,96.79,96.21,42.23,87.94,73.40,77.22,98.42,30.31,2.35,13.91,10.91,0.74,5.30,20.92,8.38,5.35,7.66,100.00,91.99,76.62,98.04,72.02,76.37,171.14,321.88,29.30,7.06,1.82,0.02,4.74,10.25,54.91,10.00,11.00,698.78,637.84,61.69,101.51,10.00,6.77,3.35,0.27,432.01,0.59,0.74,78.04,281.02,186.69,240.92,265.37,591.52
Bauru,SP,69.61,667.68,392947.00,52563.73,82.92,75.94,49.98,76.62,89.21,97.71,68.14,81.78,92.92,59.29,69.79,43.06,56.13,36.16,64.57,88.06,717.63,150.19,11.70,3.93,98.48,99.24,97.70,45.66,98.81,97.35,95.81,98.71,14.88,2.01,10.56,13.72,0.58,3.42,9.34,4.94,5.35,3.32,99.93,98.21,74.55,95.75,82.66,76.26,181.67,449.49,31.85,7.26,1.81,0.41,9.54,7.91,40.78,12.00,0.00,400.89,386.35,63.22,94.59,10.00,9.85,4.79,0.27,97.50,0.10,0.55,38.83,248.49,204.17,107.52,122.05,571.38
Rubinéia,SP,69.56,242.88,3998.00,49120.06,89.06,72.19,47.44,82.55,93.75,95.83,84.10,84.83,88.14,59.46,56.32,20.91,59.03,72.66,37.15,95.00,1602.39,132.48,0.00,3.52,92.16,98.95,99.48,15.81,96.22,94.07,91.40,99.56,0.00,0.00,5.14,0.00,0.06,2.68,10.82,4.14,6.06,2.30,98.97,65.20,82.82,95.66,79.56,75.64,208.12,412.66,30.62,5.14,21.23,0.00,1.47,2.12,49.36,1.00,0.00,341.12,717.03,51.00,93.26,3.00,8.31,13.13,0.27,53.31,0.22,0.81,,20.72,0.00,53.11,77.42,492.84
Jaraguá do Sul,SC,69.53,530.82,199519.00,77733.26,83.45,74.82,50.33,82.40,88.32,93.15,69.93,79.77,88.36,64.96,66.21,44.12,58.41,28.53,70.25,98.79,734.08,136.36,9.93,2.94,90.17,99.11,96.36,34.38,98.40,80.05,97.25,97.85,3.76,1.47,2.33,16.77,0.06,4.18,15.66,7.24,6.17,8.80,97.30,81.19,67.67,97.78,74.78,76.92,124.13,394.82,32.62,8.47,3.00,0.00,12.17,7.62,44.77,12.00,0.00,627.40,247.66,47.87,99.08,8.00,5.76,8.44,0.27,135.79,0.36,0.40,231.58,327.50,221.10,125.55,128.64,579.42
Rio Quente,GO,69.53,244.66,4033.00,143603.77,83.84,65.53,59.23,82.67,88.92,94.02,69.74,71.14,78.63,59.39,52.94,48.27,56.39,65.97,66.31,94.98,427.25,95.60,12.14,3.39,91.76,89.17,87.99,14.56,92.36,97.26,89.70,94.97,21.95,0.00,15.22,15.53,1.26,6.66,26.86,16.74,5.31,0.00,89.85,5.63,100.00,96.95,74.16,77.66,247.20,408.88,25.86,15.38,16.35,9.92,34.66,3.25,48.72,9.00,6.00,565.28,673.80,46.29,92.43,2.00,12.35,0.59,0.26,1.69,0.22,0.90,,71.03,82.64,215.84,231.98,514.40
Vista Gaúcha,RS,69.53,90.02,2843.00,33153.71,81.37,70.14,57.07,82.65,74.35,85.20,83.30,81.71,75.40,66.27,57.19,46.71,60.77,81.13,39.68,92.14,885.79,108.76,14.15,2.17,95.95,99.73,35.17,22.69,45.77,97.43,92.70,86.04,0.00,0.00,0.00,14.11,0.00,6.00,7.06,5.21,5.25,1.54,78.40,40.90,75.86,91.28,33.33,75.33,165.28,314.38,24.89,21.29,12.12,0.00,5.57,0.57,47.65,5.00,11.00,778.52,886.20,78.65,123.83,1.00,6.65,3.98,0.27,0.00,0.67,0.98,,99.87,0.00,54.18,67.87,545.30
Nova Guataporanga,SP,69.52,34.16,2188.00,21686.93,87.62,71.79,49.16,74.68,92.80,97.79,85.22,87.52,83.41,58.77,57.44,24.80,55.56,87.85,28.42,92.33,1501.87,155.07,16.62,3.91,94.99,99.66,94.40,18.18,95.64,98.38,95.93,99.24,0.00,0.00,0.00,0.00,0.10,0.74,4.20,2.92,6.10,2.68,100.00,60.67,62.00,96.04,71.56,75.52,202.28,466.27,34.25,0.00,5.71,18.28,1.93,0.00,49.81,3.00,0.00,288.70,535.58,60.40,69.13,3.00,8.94,8.86,0.26,0.00,0.22,0.65,,0.00,0.00,42.25,55.44,468.73
Santa Clara d'Oeste,SP,69.49,183.46,2694.00,48460.65,86.66,70.48,51.34,78.68,90.97,97.53,79.45,83.92,79.11,58.13,60.76,24.97,56.79,77.42,46.18,98.82,1172.43,111.28,26.80,2.57,86.95,99.82,93.45,12.63,93.09,98.72,97.36,98.35,0.00,0.00,0.00,37.87,0.22,0.80,6.52,7.80,5.78,1.80,95.34,49.40,61.61,93.41,69.54,73.25,180.85,336.91,31.38,15.56,15.34,0.00,2.87,3.97,44.35,3.00,0.00,341.12,717.03,51.00,93.26,3.00,10.01,7.80,0.27,15.10,0.22,0.94,,31.13,0.00,75.27,85.28,523.62
Santópolis do Aguapeí,SP,69.49,128.03,3921.00,24943.13,90.15,69.31,49.01,84.83,94.40,98.07,83.30,86.37,76.67,56.79,57.39,21.83,55.60,81.96,36.66,85.50,405.90,114.69,9.60,1.31,98.84,99.34,93.74,15.52,98.73,99.75,98.14,96.64,0.00,0.00,0.00,10.17,0.08,1.74,7.28,4.22,6.07,0.72,99.65,22.12,63.80,96.66,60.55,74.78,279.08,427.25,20.68,15.26,7.82,0.00,2.85,0.13,50.07,1.00,0.00,305.95,480.46,43.67,49.19,5.00,8.70,2.66,0.26,0.00,0.67,1.00,,80.16,0.00,47.34,65.68,532.26
Borá,SP,69.48,118.95,932.00,129787.55,80.71,69.86,57.87,57.42,90.13,93.93,81.37,86.74,84.28,54.25,54.16,19.19,53.79,91.50,67.01,70.67,1243.67,265.67,50.00,4.02,83.96,99.49,94.09,12.48,89.19,95.90,90.35,96.37,0.00,0.00,0.00,22.57,0.16,0.66,5.92,2.26,5.54,1.24,95.08,59.54,70.98,97.40,55.56,76.77,238.93,496.52,30.24,22.57,39.32,0.00,2.21,0.00,46.66,1.00,0.00,485.97,776.88,54.80,61.47,2.00,9.00,10.56,0.27,0.00,0.44,0.77,,0.00,0.00,156.60,156.35,523.22
Guaiçara,SP,69.47,277.15,11478.00,27082.42,86.63,71.39,50.40,73.35,96.90,97.48,78.76,78.76,78.70,64.40,63.69,30.54,54.88,82.22,33.98,90.23,950.12,133.97,15.61,5.38,98.07,99.90,98.17,9.07,99.18,96.92,93.50,99.67,0.00,3.47,8.75,15.75,0.20,2.94,18.72,7.58,5.21,4.40,98.17,34.49,63.33,97.16,0.00,76.16,249.61,417.60,30.01,7.00,8.39,0.87,2.09,6.96,46.28,6.00,0.00,331.35,888.31,44.63,47.41,4.00,9.77,3.54,0.28,50.74,0.67,0.71,,3.48,0.00,49.54,64.01,496.44
Goiânia,GO,69.47,729.30,1503256.00,50411.14,78.60,75.89,53.91,73.53,92.20,95.11,53.58,82.70,91.75,60.45,68.66,49.55,56.69,38.06,71.35,66.61,647.38,117.89,13.14,3.90,94.63,87.12,99.06,17.98,98.60,89.02,93.32,99.14,42.91,3.30,21.57,29.22,0.38,0.70,11.36,7.08,5.55,2.22,99.97,79.97,82.00,97.78,76.38,75.28,202.65,388.78,27.76,8.67,1.58,0.33,9.52,10.05,46.79,8.00,7.00,465.34,689.83,35.12,96.70,10.00,8.40,9.26,0.26,81.21,0.27,0.58,48.70,428.75,227.33,186.03,209.78,577.75
Itaú de Minas,MG,69.46,153.42,14634.00,61443.42,87.25,70.71,50.43,75.96,91.17,99.18,82.71,76.71,81.60,61.58,62.94,57.46,56.80,51.69,35.75,90.69,1486.00,111.00,15.13,4.56,97.87,99.34,93.97,29.88,97.51,99.05,99.24,99.82,0.00,0.00,2.71,6.80,0.26,9.06,20.76,10.24,6.32,3.36,98.34,52.83,66.99,93.36,90.79,76.74,162.21,356.42,38.74,2.71,3.48,0.68,15.22,1.50,41.18,11.00,9.00,486.84,1113.01,49.67,98.11,5.00,9.79,7.54,0.25,32.89,0.29,0.00,,139.56,100.38,45.36,54.16,555.08
Santana de Parnaíba,SP,69.44,179.95,163787.00,87481.89,82.67,75.35,50.32,85.26,86.66,89.20,69.57,85.95,84.38,65.38,65.68,24.09,53.91,54.64,68.62,90.14,602.40,85.84,9.05,2.31,91.75,85.23,99.67,39.49,98.16,77.63,80.21,99.42,4.16,1.75,4.01,7.48,0.00,0.26,9.14,3.16,5.58,1.96,99.85,53.53,71.77,97.00,86.32,75.92,151.41,368.00,26.06,5.15,1.13,0.37,19.54,5.74,45.20,4.00,0.00,479.59,698.07,76.34,79.53,7.00,7.30,3.96,0.27,4.83,0.59,0.94,36.14,370.64,372.16,152.05,154.28,543.48
Marília,SP,69.42,1170.52,247348.00,50566.70,82.66,74.72,50.89,77.76,89.50,94.66,68.73,86.83,85.47,58.54,68.03,55.14,56.97,29.72,61.73,88.60,892.82,120.22,15.40,3.60,98.37,98.33,99.19,45.59,97.54,89.01,91.56,99.40,11.49,1.74,7.86,17.99,0.14,1.60,4.94,3.36,6.03,1.70,99.53,63.11,67.71,97.58,84.43,76.26,185.83,425.58,31.58,11.61,2.57,0.73,4.60,4.03,38.80,8.00,10.00,210.94,610.11,58.88,62.80,9.00,8.09,2.46,0.26,135.06,0.47,0.47,76.19,521.89,406.06,99.18,116.95,572.15
Quatro Barras,PR,69.41,180.47,25397.00,91986.49,80.91,72.56,54.76,81.07,87.85,92.22,62.52,81.39,86.59,54.10,68.16,49.37,57.14,52.64,59.89,92.20,1540.71,125.30,10.42,2.61,94.61,97.21,98.15,45.09,99.56,90.50,88.94,92.81,21.63,8.27,12.27,17.15,0.20,1.08,14.64,6.06,5.30,4.46,97.07,68.42,73.53,96.32,85.91,74.87,232.72,452.24,32.04,8.16,4.46,0.00,13.94,9.74,41.09,4.00,12.00,559.12,651.33,58.67,112.34,4.00,8.34,2.48,0.28,29.30,0.22,0.64,,362.18,213.80,108.52,110.21,539.06
Jumirim,SP,69.41,56.69,3132.00,91938.38,84.00,73.09,51.13,81.51,85.80,91.17,77.52,82.63,85.15,64.11,60.49,19.82,56.47,74.66,53.58,86.93,637.47,123.61,9.29,2.66,82.18,87.11,94.66,22.16,86.77,94.83,81.94,95.71,0.00,0.00,0.00,51.94,0.00,6.14,14.30,4.60,6.12,1.72,98.90,66.28,64.28,97.43,65.62,76.75,215.97,417.22,27.25,0.00,10.39,0.00,1.96,1.07,43.47,1.00,0.00,371.37,630.87,61.17,70.28,2.00,9.27,9.37,0.27,20.87,0.44,0.63,,52.57,0.00,87.91,111.27,516.08
Jales,SP,69.40,368.57,50078.00,51723.47,87.71,72.41,48.07,77.83,95.22,97.75,80.06,88.84,79.87,55.67,65.25,36.47,57.74,36.81,61.25,87.97,1255.39,126.34,8.76,4.09,96.49,99.69,99.33,16.11,96.69,97.76,96.65,98.76,0.00,2.33,2.80,15.99,0.10,0.60,5.68,2.98,6.53,0.90,98.81,35.44,66.44,97.69,73.05,76.32,212.15,435.84,36.81,12.39,5.30,0.40,4.83,4.26,41.08,3.00,5.00,267.15,420.87,53.10,111.26,8.00,8.26,4.89,0.26,92.57,0.60,0.69,363.64,415.20,348.98,95.15,118.43,574.06
São João da Mata,MG,69.40,120.54,3012.00,21687.58,81.04,68.34,58.81,67.78,85.07,89.93,81.37,82.54,64.02,66.60,60.21,51.23,58.87,85.77,39.36,91.25,1355.42,124.13,40.28,4.42,77.20,93.08,90.71,16.20,82.40,96.79,76.69,95.79,0.00,0.00,0.00,27.06,0.20,0.98,13.30,8.94,5.76,0.28,81.35,15.00,54.67,83.05,68.23,74.29,111.08,354.43,27.64,6.82,8.74,0.00,11.42,4.41,47.03,13.00,4.00,398.94,411.81,85.64,94.01,3.00,7.31,0.26,0.30,8.15,0.67,0.93,,14.04,0.00,46.58,71.85,553.10
Votuporanga,SP,69.34,420.70,100568.00,45563.23,83.84,73.32,50.85,79.31,92.98,94.83,68.23,85.52,83.49,57.28,67.00,50.67,55.01,39.36,58.38,89.74,962.06,101.92,9.36,4.33,97.79,98.94,99.44,28.68,97.85,92.69,89.16,98.65,16.13,3.91,10.12,18.28,0.12,2.22,5.18,5.02,5.96,1.52,99.10,52.34,68.55,97.53,80.04,76.44,196.45,399.69,38.05,10.12,2.72,0.40,4.88,4.37,41.10,8.00,7.00,211.74,471.53,51.12,87.27,9.00,7.61,10.00,0.27,61.74,0.27,0.62,40.00,585.75,324.06,86.19,110.48,583.19
Engenheiro Coelho,SP,69.33,109.94,20261.00,40194.96,80.98,74.24,52.77,80.53,78.90,92.78,71.72,83.26,85.38,61.51,66.79,37.70,56.84,56.15,60.40,90.60,446.97,112.33,15.05,3.05,83.52,95.92,83.88,48.48,96.44,82.14,91.48,99.60,22.94,0.00,6.18,11.21,0.24,0.90,11.10,5.42,5.33,1.90,99.23,62.29,70.79,96.20,75.38,73.87,191.36,369.39,27.01,4.20,2.18,0.99,12.28,3.63,39.27,9.00,0.00,295.01,371.66,64.21,96.32,4.00,10.12,2.43,0.25,12.59,0.18,0.00,,98.57,42.08,96.50,114.64,568.86
Lavras,MG,69.32,564.74,110682.00,35386.80,81.18,74.26,52.53,68.70,89.39,97.47,69.15,79.17,86.75,62.54,68.58,45.99,58.49,47.05,58.59,66.74,634.11,154.19,12.65,5.27,97.50,99.39,90.01,32.14,96.80,98.50,96.10,97.82,9.45,1.06,5.91,16.16,0.66,4.12,17.16,6.46,5.45,4.10,98.77,72.82,67.07,96.97,81.81,77.80,157.03,435.10,29.94,11.69,2.39,1.81,8.04,9.15,44.12,5.00,9.00,400.67,747.15,56.34,99.82,5.00,7.41,4.92,0.24,41.18,0.59,0.71,117.65,565.11,111.01,91.76,102.36,590.10
Antônio Carlos,SC,69.31,234.42,12464.00,93316.11,83.45,72.55,51.93,85.74,72.64,92.49,82.91,83.45,76.11,69.35,61.29,29.09,58.09,77.30,43.25,97.61,822.27,76.45,13.59,2.28,60.21,96.97,73.69,26.56,80.40,89.90,93.61,97.82,0.00,0.00,1.76,6.87,0.02,1.26,13.16,5.38,6.38,7.88,54.07,89.47,57.75,95.43,72.48,78.40,95.15,349.86,33.77,8.82,9.29,0.00,13.01,1.95,40.45,5.00,0.00,521.22,375.64,52.76,91.56,4.00,5.57,0.49,0.27,45.68,0.44,0.89,,18.13,0.00,57.21,68.05,580.96
Orindiúva,SP,69.30,247.38,6157.00,134866.01,87.72,70.32,49.87,81.02,93.19,98.65,78.02,88.65,80.01,52.57,60.04,25.03,54.85,58.96,60.63,92.28,837.36,148.38,10.19,2.50,98.28,100.00,90.98,16.94,98.43,98.87,98.49,98.67,0.00,0.00,6.53,32.73,0.00,0.48,4.98,3.10,6.27,0.36,99.60,34.83,70.23,95.65,97.69,74.42,234.32,472.18,35.90,0.00,13.88,9.75,1.51,1.70,42.54,3.00,0.00,295.70,485.86,63.30,91.70,2.00,9.76,12.88,0.27,23.10,0.44,0.93,,282.10,264.90,139.80,117.70,485.70
São João das Duas Pontes,SP,69.25,129.46,2623.00,27721.31,86.81,68.67,52.26,75.00,91.05,95.99,85.22,84.77,77.55,56.44,55.90,33.46,56.13,90.97,28.49,74.65,1882.07,88.75,15.15,3.73,90.15,94.71,93.78,14.17,92.07,98.83,93.68,96.79,0.00,0.00,0.00,0.00,0.00,0.90,9.90,6.30,5.78,0.46,90.88,58.54,48.28,95.09,100.00,73.34,177.96,388.37,36.45,0.00,11.85,0.00,3.20,1.72,52.82,1.00,6.00,273.15,579.19,55.38,103.93,3.00,13.68,3.33,0.23,3.32,0.44,0.76,,0.00,0.00,38.45,60.94,466.73
Tupandi,RS,69.24,59.41,5172.00,116829.85,86.82,66.99,53.91,83.89,89.94,90.13,83.30,73.98,77.64,59.07,57.26,22.92,60.93,68.33,63.48,92.75,803.12,134.86,13.59,1.09,87.58,99.90,86.06,7.91,89.07,87.11,90.22,92.53,0.00,0.00,0.00,4.01,0.34,7.96,26.22,13.02,5.97,3.34,90.27,47.38,58.41,95.81,74.59,75.18,144.82,365.90,21.52,39.86,12.13,3.87,35.97,3.89,42.75,4.00,0.00,682.05,1512.36,65.89,97.09,7.00,5.03,3.42,0.28,0.00,0.44,0.00,,137.55,0.00,105.12,138.75,532.65
Americana,SP,69.21,133.91,247571.00,71093.00,83.50,78.92,45.21,81.62,88.02,95.08,69.30,85.36,91.11,66.28,72.94,35.11,57.76,32.21,55.75,88.35,409.29,106.70,10.02,3.24,96.63,98.82,99.81,51.18,97.38,93.33,89.54,98.80,7.88,1.28,5.25,12.73,0.12,1.86,7.20,3.64,6.04,4.36,100.00,92.44,67.65,97.65,82.47,77.55,167.38,358.82,26.70,7.22,1.74,0.16,2.76,6.97,35.07,3.00,6.00,354.90,788.81,64.51,68.90,8.00,5.52,9.11,0.27,117.28,0.53,0.74,158.14,651.08,585.91,85.80,100.30,576.59
Mogi das Cruzes,SP,69.21,712.54,470302.00,55437.83,79.86,74.54,53.23,78.42,83.37,88.68,68.99,84.80,86.97,59.69,66.69,67.53,60.55,38.58,46.26,87.18,650.54,137.65,14.27,3.00,87.71,94.41,93.86,47.12,95.65,75.12,83.86,98.45,6.66,2.11,6.67,16.58,0.22,2.28,6.76,3.92,5.61,1.82,99.39,71.14,68.39,97.26,91.22,76.07,201.18,469.44,24.79,5.79,1.24,0.34,15.04,4.79,42.73,13.00,11.00,270.06,620.27,45.26,50.02,9.00,9.15,2.65,0.28,87.71,0.35,0.95,78.07,599.54,360.20,68.50,79.66,557.82
Araçatuba,SP,69.21,1167.13,208415.00,54975.60,81.63,76.18,49.81,75.52,91.37,95.45,64.19,85.36,90.17,60.49,68.71,56.04,56.10,35.04,52.05,82.67,649.97,116.49,16.25,4.17,97.19,99.05,98.07,33.53,97.37,92.76,91.36,99.07,37.09,2.98,19.82,25.24,0.20,1.70,6.70,5.16,5.85,0.76,99.29,84.87,71.12,97.50,54.35,75.46,227.37,409.98,27.84,9.03,3.01,0.10,1.92,6.86,41.48,8.00,11.00,393.42,744.19,47.14,49.37,9.00,8.19,3.20,0.27,149.26,0.27,0.69,29.20,275.58,84.62,81.39,91.11,565.42
Arco-Íris,SP,69.18,264.90,2089.00,65260.41,86.69,67.03,53.83,90.40,79.48,93.56,83.30,86.14,66.99,63.52,51.48,29.64,64.02,84.49,37.17,93.33,1477.60,69.81,0.00,1.46,76.26,94.08,64.92,4.85,81.48,96.72,95.15,94.65,0.00,0.00,0.00,9.70,0.24,2.14,4.38,2.95,5.65,0.96,76.86,19.42,49.02,95.59,66.67,73.52,126.13,345.63,30.19,9.59,24.74,0.00,3.43,0.00,54.92,4.00,1.00,311.93,502.60,51.43,82.69,3.00,5.12,4.30,0.26,0.00,0.22,0.30,,0.00,0.00,56.29,83.04,470.14
Jacutinga,RS,69.18,178.01,3398.00,55529.43,84.71,70.24,52.59,83.61,81.16,90.78,83.30,85.85,76.28,60.84,58.00,37.58,64.03,61.15,47.59,92.16,351.22,93.48,14.84,2.37,83.66,87.34,71.64,13.63,87.98,99.09,87.52,88.01,0.00,0.00,0.00,17.45,0.32,0.80,11.04,3.44,6.25,3.58,92.81,26.61,65.26,97.20,43.75,76.30,183.28,420.20,31.76,17.47,12.28,0.00,8.75,0.94,45.44,6.00,4.00,504.40,705.12,57.24,93.14,3.00,5.95,2.40,0.24,0.00,0.22,0.66,,124.58,128.21,63.91,87.69,567.68
Uru,SP,69.18,146.90,1424.00,46875.00,89.84,67.19,50.50,84.74,92.96,98.36,83.30,85.83,76.05,48.25,58.61,26.42,56.96,71.99,46.61,100.00,1342.73,100.30,0.00,4.03,94.54,99.17,90.89,11.18,96.67,98.42,96.54,100.00,0.00,0.00,0.00,14.35,0.00,0.42,6.41,3.76,5.30,0.54,98.57,45.81,80.53,73.41,43.84,74.93,330.93,507.91,34.36,14.43,20.16,0.00,1.95,3.76,47.08,4.00,0.00,270.09,727.61,64.43,91.22,5.00,6.17,7.79,0.27,0.00,0.00,0.40,,28.69,0.00,67.40,79.94,564.74
Artur Nogueira,SP,69.11,178.03,53467.00,40451.74,83.98,74.85,48.50,85.49,88.10,93.15,69.19,83.17,85.70,63.57,66.96,41.47,60.44,55.59,36.50,84.90,186.53,109.03,5.93,1.78,90.87,99.31,92.12,30.54,92.97,84.10,92.44,99.85,6.74,2.29,5.73,14.97,0.22,2.74,12.32,6.32,5.75,0.26,99.75,58.17,73.84,97.14,78.23,74.63,206.57,384.59,16.66,8.82,2.19,0.75,6.11,3.51,40.59,6.00,5.00,295.01,371.66,64.21,96.32,6.00,10.36,7.64,0.27,30.47,0.17,0.58,,128.82,141.94,45.97,60.99,545.76
